field,year,net_oil_prod_yearly_mill_sm3,net_gas_prod_yearly_bill_sm3,net_ngl_prod_yearly_mill_sm3,net_condensate_prod_yearly_mill_sm3,net_oil_eq_prod_yearly_mill_sm3,produced_water_yearly_mill_sm3,field_id,net_oil_prod_monthly_sm3_volatility,net_gas_prod_monthly_sm3_volatility,net_ngl_prod_monthly_sm3_volatility,net_condensate_prod_monthly_sm3_volatility,net_oil_eq_prod_monthly_sm3_volatility,produced_water_in_field_volatility,status,current_status,field_owner,processing_field,field_in_emissions,facilities_lifetime_mean,facilities_lifetime_std,facilities_water_depth_mean,facilities_water_depth_std,subsea_facilites_shut_down,surface_facilites_shut_down,subsea_facilites_in_service,surface_facilites_in_service,facility_kind_multi well template,facility_kind_single well template,facility_kind_offshore wind turbine,facility_kind_subsea structure,facility_kind_fpso,facility_kind_jacket 8 legs,facility_kind_condeep monoshaft,facility_kind_loading system,facility_kind_jacket 4 legs,facility_kind_jacket tripod,facility_kind_fsu,facility_kind_semisub steel,facility_kind_condeep 4 shafts,facility_kind_landfall,facility_kind_tlp concrete,facility_kind_jack-up 3 legs,facility_kind_jacket 6 legs,facility_kind_tlp steel,facility_kind_semisub concrete,facility_kind_mopustor,facility_kind_spar,well_status_closed,well_status_drilling,well_status_injecting,well_status_junked,well_status_online/operational,well_status_p&a,well_status_plugged,well_status_producing,well_status_suspended,well_purpose_injection,well_purpose_observation,well_purpose_production,well_subsea_no,well_subsea_yes,well_final_vertical_depth_mean,well_final_vertical_depth_std,well_water_depth_mean,well_water_depth_std,investments_mill_nok,future_investments_mill_nok,yearly_co2_emissions_1000_tonnes,org_number,operator,yearly_ch4_emissions_tons,yearly_nox_emissions_tons,yearly_oil_spill_emissions_tons,yearly_water_emissions_m3,ownership_original,ownership_new_name,current_remaining_recoverable_oil,current_remaining_recoverable_gas,current_remaining_recoverable_ngl,current_remaining_recoverable_condensate,current_remaining_recoverable_oe,original_recoverable_oil,original_recoverable_gas,original_recoverable_ngl,original_recoverable_condensate,original_recoverable_oe,electrified,years_electrified,electricity_mw,imported_power_2023_gwh/y,yearly_tco2e_gwp100,yearly_tco2e_gwp20,kgco2e/toe_int_gwp100,share_peak_prod,oe_cum_sum_prod,share_reserve_of_original_reserve,oe_fac_prod_mill_sm3,yearly_fac_tco2e_gwp100,oe_share_prod,yearly_tco2e_prod_share_emissions,share_intensity_tco2e/toe_gwp100,gas_reserve_ratio,oil_reserve_ratio,oil_gas_reserve_ratio
tune,2010,0.07062,0.5937399999999999,0.0115,0.0,0.67587,0.00608,853376,0.002350139260864,0.0222793319768195,0.0008746306579801,0.0,0.0252163980287719,0.0003532018051362,Producing,Producing,22332.0,oseberg,True,17.5,3.5355339059327378,96.5,4.949747468305833,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,12.0,15.0,0.0,0.0,14.0,21.0,0.0,35.0,3545.0,0.0,92.0,0.0,7.0,1.0,,,,,,,,"{'Statoil Petroleum AS': 50.0, 'Petoro AS': 40.0, 'Total E&P Norge AS': 10.0}","{'Equinor ASA': 50.0, 'Petoro AS': 40.0, 'TotalEnergies EP Norge': 10.0}",0.03,0.2,0.0,0.0,0.23,3.5,19.03,0.14,0.0,22.8,0,0,0,0.0,,,0.0,13.581832212013792,21.32115,6.486184210526318,12.33366,2991106.284144,0.05479881884209553,163909.0914022606,288.7091759021364,0.0008346491228070176,0.15350877192982457,0.1839201261166579
sleipner øst,2010,0.0,8.0882,0.3119,0.14384,8.54392,0.03086,43478,0.0,0.126145008428852,0.0063079269514034,0.0031302957552205,0.1320331844192163,0.0013939925220442,Producing,Producing,41211.0,sleipner øst,True,38.0,16.431676725154983,83.6,0.8944271909999153,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,31.0,0.0,0.0,24.0,40.0,18.0,0.0,69.0,2.0,194.0,221.0,44.0,2619.0,321.0264786586925,82.0,0.0,213.0,1423.0,464.456922,993246646.0,equinor energy as,244.686489,2066.117558,2.5836,68100.70503,"{'Statoil Petroleum AS': 59.6, 'ExxonMobil Exploration and Production Norway AS': 30.4, 'Total E&P Norge AS': 10.0}","{'Equinor ASA': 59.6, 'Vår Energi AS': 30.4, 'TotalEnergies EP Norge': 10.0}",0.03,0.18,0.01,0.0,0.23,0.42,69.43,13.41,26.62,121.95,1,16,0,0.0,1083368.313838,1096581.384244,150.95227754244846,51.03029115729469,190.62748,-56.31609676096761,13.55382,2116707.843112,0.6303698883414417,1334308.886713965,185.91734945713068,0.0005693316933169332,0.003444034440344403,0.006049258245715108
kristin,2010,1.7502,2.14599,0.90339,0.0,4.7996,0.89175,1854729,0.0322793240889019,0.0350551031494443,0.0152014455801832,0.0,0.0787282419388867,0.0161093135822389,Producing,Producing,1854695.0,kristin,True,30.0,0.0,364.0,6.324555320336759,0.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,15.0,24.0,0.0,0.0,3.0,47.0,0.0,50.0,4899.0,0.0,317.5,0.0,496.0,9782.0,219.069377,993246522.0,equinor energy as,256.081328,192.792958,14.791229,864877.4,"{'Statoil Petroleum AS': 55.2991, 'Petoro AS': 19.577, 'ExxonMobil Exploration and Production Norway AS': 10.8761, 'Eni Norge AS': 8.2478, 'Total E&P Norge AS': 6.0}","{'Equinor ASA': 55.2991, 'Petoro AS': 19.577, 'Vår Energi AS': 8.2478, 'TotalEnergies EP Norge': 6.0}",3.47,9.41,1.99,0.0,16.66,28.27,37.06,8.01,2.1,82.65,0,0,0,0.0,283818.532408,297646.92412,70.39736754054903,48.174873304579904,38.33805,53.61397459165154,8.92763,484969.062024,0.5376118857972384,260725.1319880405,64.6693603405543,0.00044839685420447673,0.3420447670901391,0.7628170534268752
kvitebjørn,2010,2.71053,6.1148,0.77463,0.0,9.59998,0.22592,1036101,0.0554928763855817,0.118521023016888,0.0316958775997476,0.0,0.2014753200240364,0.0048285407796358,Producing,Producing,22356.0,kvitebjørn,True,25.0,0.0,190.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,15.0,36.0,0.0,5.0,0.0,55.0,60.0,0.0,4159.5,16.263455967290593,190.0,0.0,902.0,4204.0,77.324291,993246557.0,equinor energy as,327.331743,302.257382,,,"{'Statoil Petroleum AS': 58.55, 'Petoro AS': 30.0, 'Enterprise Oil Norge AS': 6.45, 'Total E&P Norge AS': 5.0}","{'Equinor ASA': 58.55, 'Petoro AS': 30.0, 'Shell': 6.45, 'TotalEnergies EP Norge': 5.0}",2.04,11.84,0.96,0.0,15.7,32.06,102.05,10.38,0.0,153.83,0,0,0,0.0,176612.428362,194288.34248400002,21.901388430719948,92.34514840665811,41.76896,72.84732496912176,9.59998,176612.428362,1.0,176612.428362,21.901388430719948,0.0006633946564389261,0.20841188324774101,0.3141597256246938
oseberg øst,2010,0.34892,0.00656,0.0,0.0,0.35547,1.5187,43639,0.0050228665001956,9.374368665610922e-05,0.0,0.0,0.00511818349346,0.0209620149245479,Producing,Producing,3500071.0,oseberg,True,20.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,87.0,7.0,0.0,27.0,11.0,61.0,99.0,0.0,2909.0,0.0,157.7,0.0,160.0,352.0,86.751698,993246603.0,equinor energy as,28.149424,289.561644,0.000425,,"{'Statoil Petroleum AS': 49.3, 'Petoro AS': 33.6, 'Total E&P Norge AS': 10.0, 'ExxonMobil Exploration and Production Norway AS': 4.7, 'ConocoPhillips Skandinavia AS': 2.4}","{'Equinor ASA': 49.3, 'Petoro AS': 33.6, 'TotalEnergies EP Norge': 10.0, 'Vår Energi AS': 4.7, 'ConocoPhillips': 2.4}",0.62,0.01,0.01,0.0,0.65,24.18,0.37,0.11,0.0,24.76,0,0,0,0.0,173306.42734400003,174826.49624,580.4067162053727,9.322922950226339,18.05845,27.066033925686597,12.33366,2991106.284144,0.028821128521460782,86207.05863666322,288.70917590213634,1.4943457189014539e-05,0.9765751211631664,65.35135135135135
oseberg sør,2010,2.30184,0.62922,0.0,0.0,2.93102,1.71536,43645,0.0380223850335083,0.0135349329178577,0.0,0.0,0.0373970596397225,0.0422717976763217,Producing,Producing,3500071.0,oseberg,True,22.5,5.0,102.75,2.3629078131263026,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,43.0,15.0,0.0,0.0,361.0,39.0,0.0,123.0,122.0,219.0,373.0,91.0,3155.0,0.0,101.0,0.0,955.0,9687.0,191.02404,993246603.0,equinor energy as,112.219879,728.11374,0.105313,2658.0,"{'Statoil Petroleum AS': 49.3, 'Petoro AS': 33.6, 'Total E&P Norge AS': 10.0, 'ExxonMobil Exploration and Production Norway AS': 4.7, 'ConocoPhillips Skandinavia AS': 2.4}","{'Equinor ASA': 49.3, 'Petoro AS': 33.6, 'TotalEnergies EP Norge': 10.0, 'Vår Energi AS': 4.7, 'ConocoPhillips': 2.4}",8.67,12.98,0.45,0.0,22.51,69.97,26.98,2.38,0.0,101.47,0,0,0,0.0,409912.30341000005,415972.176876,166.49181424652755,49.21675205236318,45.58775,55.07268158076279,12.33366,2991106.284144,0.2376439759163136,710818.389752251,288.70917590213634,0.0002658913964718636,0.6895634177589435,2.5934025203854705
statfjord,2010,1.99898,2.29348,0.8841399999999999,0.07975,5.25634,17.97776,43658,0.0123883602505323,0.0188207947534506,0.0065376640717577,0.0005404115995884,0.033026653652999,0.1331199528336162,Producing,Producing,41686.0,statfjord,True,,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,39.0,0.0,0.0,1956.0,93.0,0.0,308.0,57.0,1845.0,2171.0,39.0,2560.5,110.5426011394099,144.95,0.525991127935317,2841.0,11589.0,659.790536,993246794.0,equinor energy as,289.459399,2480.481579,260.929623,43583649.9,"{'Statoil Petroleum AS': 44.33688, 'ExxonMobil Exploration and Production Norway AS': 21.36717, 'ConocoPhillips Skandinavia AS': 10.32747, 'Centrica Resources Limited': 9.68754, 'Centrica Resources (Norge) AS': 9.43717, 'ConocoPhillips (U.K.) Limited.': 4.84377}","{'Equinor ASA': 44.33688, 'Vår Energi AS': 21.36717, 'ConocoPhillips': 4.84377, 'Sval Energi AS': 9.43717}",4.43,6.11,1.12,0.0,12.67,582.98,87.23,23.45,0.0,714.77,0,0,0,0.0,1402696.865354,1418327.6729,317.6882052263597,22.186316706068467,156.84681,78.05632441204864,6.74194,1457382.2617139998,0.7796479944941663,1136245.1575566921,257.34119303833273,0.000122039257383494,0.8156190103110091,6.683251175054454
jotun,2010,0.25375,0.0071,0.0,0.0,0.26083,5.3729,43604,0.0031605737635991,0.0001822003559188,0.0,0.0,0.0032314771694953,0.0467350273219977,Producing,Shut down,38724022.0,jotun,True,20.0,0.0,126.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,20.0,30.0,70.0,120.0,0.0,2132.6666666666665,16.165807537309583,127.0,0.0,12.0,0.0,171.263734,993256978.0,vår energi asa,61.132893,495.019,40.198062,2409992.4,"{'Dana Petroleum Norway AS': 45.0, 'ExxonMobil Exploration and Production Norway AS': 45.0, 'Det norske oljeselskap ASA': 7.0, 'Petoro AS': 3.0}","{'Dana Petroleum Norway AS': 45.0, 'Vår Energi AS': 45.0, 'Aker BP': 7.0, 'Petoro AS': 3.0}",0.0,0.0,0.0,0.0,0.0,23.14,0.88,0.0,0.0,24.02,0,0,0,0.0,319623.34479,322924.52101200004,1458.8198516001116,3.487717505980453,23.20218,3.404746044962536,0.26083,319623.34479,1.0,319623.34479,1458.8198516001116,3.6636136552872606e-05,0.9633638634471274,26.295454545454547
ula,2010,1.10115,0.0,0.05303,0.0,1.15419,1.77641,43800,0.0286348221338349,0.0,0.0017285014967428,0.0,0.0302809601520043,0.0618103219474096,Producing,Producing,20916.0,ekofisk,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,160.0,37.0,0.0,52.0,0.0,164.0,216.0,0.0,3626.0,0.0,69.5,0.0,739.0,145.0,191.691715,993302392.0,aker bp asa,94.85,509.333,7.481265,636924.0,"{'BP Norge AS': 80.0, 'DONG E&P Norge AS': 20.0}","{'Aker BP': 80.0, 'PGNiG': 20.0}",0.97,0.0,0.04,0.0,1.05,78.02,3.85,3.04,0.0,87.65,0,0,0,0.0,345299.783,350421.68299999996,356.1555465201529,46.23510325074609,17.70598,79.79922418710782,12.50198,1575704.88746,0.09232057642069497,145469.9834792135,150.04336526998884,4.392470051340559e-05,0.890131203650884,20.264935064935063
åsgard,2010,5.02621,11.96746,4.51242,0.0,21.50607,0.91172,43765,0.0427167728305944,0.1680643500585595,0.0660918568082607,0.0,0.2668036734490533,0.0079687837937488,Producing,Producing,40564.0,åsgard,True,21.73076923076923,5.990376898377546,289.3076923076923,18.87807030555661,0.0,0.0,44.0,7.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,13.0,8.0,0.0,0.0,223.0,156.0,0.0,85.0,35.0,416.0,0.0,536.0,4370.333333333333,470.41506495150986,305.6666666666667,5.033222956847167,1461.0,14137.0,1019.904342,993247006.0,equinor energy as,4747.073235,1689.225615,8.051973,932879.47,"{'Petoro AS': 35.69, 'Statoil Petroleum AS': 34.57, 'Eni Norge AS': 14.82, 'Total E&P Norge AS': 7.68, 'ExxonMobil Exploration and Production Norway AS': 7.24}","{'Petoro AS': 35.69, 'Equinor ASA': 34.57, 'Vår Energi AS': 7.24, 'TotalEnergies EP Norge': 7.68}",6.66,27.1,4.75,0.0,42.79,110.66,241.61,42.97,17.11,451.02,0,0,0,0.0,1662327.32109,1918669.27578,92.01872292500276,86.465600424567,225.30988,50.04437053789189,28.118850000000002,2271545.97704,0.7648275089486234,1737340.85108177,96.17112368528922,0.0005356968648840407,0.24535497317192143,0.45801084392202307
tor,2010,0.23705,0.014,0.0071,0.0,0.25814,0.22423,43520,0.0060413099999215,0.0004496126278826,0.0002031046901268,0.0,0.0066282245440284,0.0078444589109804,Producing,Producing,45891.0,tor,True,25.0,0.0,67.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,3256.0,45.254833995939045,67.4,0.0,39.0,74.0,26.010607,872450912.0,conocophillips skandinavia as,7.76571,210.845226,1.442501,230516.8248,"{'Total E&P Norge AS': 48.19879, 'ConocoPhillips Skandinavia AS': 30.65799, 'Eni Norge AS': 10.81656, 'Statoil Petroleum AS': 6.63922, 'Petoro AS': 3.68744}","{'TotalEnergies EP Norge': 48.19879, 'ConocoPhillips': 30.65799, 'Vår Energi AS': 10.81656, 'Equinor ASA': 6.63922, 'Petoro AS': 3.68744}",4.34,0.44,0.14,0.0,5.05,30.94,11.59,1.43,0.0,45.25,0,0,0,0.0,88653.765196,89073.113536,408.84867382778634,28.221891809157295,3.9634899999999997,91.24090607734807,0.25814,88653.765196,1.0,88653.765196,408.84867382778634,0.00025613259668508286,0.6837569060773481,2.669542709232097
sigyn,2010,0.0,0.41108,0.25568,0.34227,1.00902,0.1187199999999999,1630100,0.0,0.0080385416286258,0.004650285100416,0.0062572577859634,0.0187101136967538,0.0030315052766611,Producing,Producing,21372.0,sleipner øst,True,20.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2609.0,0.0,78.6,0.0,0.0,25.0,,,,,,,,"{'Statoil Petroleum AS': 60.0, 'ExxonMobil Exploration and Production Norway AS': 40.0}","{'Equinor ASA': 60.0, 'Vår Energi AS': 40.0}",0.3,0.21,0.03,0.0,0.57,1.4,7.45,2.83,6.06,20.29,0,0,0,0.0,,,0.0,41.836975856106875,14.58081,28.137949728930508,13.55382,2116707.843112,0.07444543309561437,157579.2321173566,185.9173494571307,0.0003671759487432233,0.06899950714637752,0.1879194630872483
rev,2010,0.29148,1.12864,0.019,0.02453,1.46367,0.0,4467554,0.0074033272618096,0.0303830276584966,0.0031858189566016,0.0037696912300209,0.0393035869575191,0.0,Producing,Producing,4005057.0,rev,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3171.0,0.0,72.0,0.0,18.0,0.0,,,,,,,,"{'Talisman Energy Norge AS': 70.0, 'Petoro AS': 30.0}","{'Repsol': 70.0, 'Petoro AS': 30.0}",0.0,0.01,0.0,0.0,0.01,0.77,2.72,0.05,0.06,3.65,0,0,0,0.0,,,0.0,100.0,2.33255,36.09452054794521,1.46367,0.0,1.0,0.0,0.0,0.0007452054794520549,0.21095890410958906,0.28308823529411764
norne,2010,1.93127,0.16931,0.04555,0.0,2.14614,6.46652,43778,0.0247929599458956,0.0052511340045111,0.0014321659269875,0.0,0.0288168304673122,0.1442141183564679,Producing,Producing,40672.0,norne,True,24.285714285714285,1.889822365046136,376.875,2.167124493754004,0.0,0.0,22.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,51.0,1.0,0.0,0.0,246.0,60.0,0.0,110.0,66.0,254.0,0.0,430.0,2650.2,57.29485142663344,375.28,0.383405790253594,2008.0,1353.0,316.793892,893246592.0,equinor energy as,326.773216,1528.304846,46.788993,6982915.6303,"{'Petoro AS': 54.0, 'Statoil Petroleum AS': 39.1, 'Eni Norge AS': 6.9}","{'Petoro AS': 54.0, 'Equinor ASA': 39.1, 'Vår Energi AS': 6.9}",1.16,1.39,0.06,0.0,2.66,93.96,13.05,1.37,0.0,109.61,0,0,0,0.0,778975.322896,796621.0765600001,432.1020878769281,17.045492452341655,92.15298,15.926484809780135,3.93574,819255.726056,0.5452951668555341,446736.18783705827,247.80713049666704,0.00011905848006568745,0.8572210564729495,7.199999999999999
volve,2010,1.69857,0.15673,0.05623,0.017,1.92849,1.88879,3420717,0.0417645502408224,0.0061254735747655,0.0021382382652052,0.0006449853181321,0.048188840300898,0.0425808955152282,Producing,Shut down,37817871.0,sleipner øst,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,6.0,10.0,20.0,0.0,2522.5,1006.4169116226138,91.0,0.0,74.0,0.0,137.82097,993246875.0,equinor energy as,63.131648,429.821127,1.277533,76908.31861,"{'Statoil Petroleum AS': 59.6, 'ExxonMobil Exploration and Production Norway AS': 30.4, 'Bayerngas Norge AS': 10.0}","{'Equinor ASA': 59.6, 'Vår Energi AS': 30.4, 'Sval Energi AS': 10.0}",0.0,0.0,0.0,0.0,0.0,10.17,0.81,0.16,0.09,11.37,0,0,0,0.0,266941.973032,270351.082024,164.78595332790596,60.93329373254301,7.1119699999999995,37.449692172383465,13.55382,2116707.843112,0.14228387273846047,301173.3893738489,185.9173494571307,7.124010554089711e-05,0.8944591029023747,12.555555555555555
tordis,2010,0.73578,0.0,0.00448,0.00036,0.7406200000000001,1.64191,43725,0.0435848615294973,0.0,0.0008719188174609,7.006490497453707e-05,0.0440826256917483,0.1033826496308591,Producing,Producing,21516.0,gullfaks,True,13.909090909090908,3.3601947995479504,203.25,8.603646161525198,0.0,0.0,44.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,11.0,0.0,0.0,18.0,135.0,15.0,0.0,29.0,64.0,109.0,0.0,202.0,1114.0,0.0,198.5,0.0,475.0,4367.0,3.572184,993246328.0,equinor energy as,0.0,67.64616,0.001276,42.0,"{'Statoil Petroleum AS': 41.5, 'Petoro AS': 30.0, 'ExxonMobil Exploration and Production Norway AS': 10.5, 'Idemitsu Petroleum Norge AS': 9.6, 'Total E&P Norge AS': 5.6, 'RWE Dea Norge AS': 2.8}","{'Equinor ASA': 41.5, 'Petoro AS': 30.0, 'Vår Energi AS': 10.5, 'Idemitsu Petroleum Norge AS': 9.6, 'TotalEnergies EP Norge': 5.6, 'Wintershall Dea Norge AS': 2.8}",6.35,0.29,0.12,0.0,6.87,72.26,5.12,1.94,0.0,81.07,0,0,0,0.0,23595.44736,23595.44736,37.927436857922125,13.681513460391,49.60237,38.81538176884174,10.211160000000001,1867698.212812,0.07253044707946991,135464.9863847813,217.74707803497535,6.315529789071175e-05,0.8913284815591466,14.11328125
skirne,2010,0.15448,1.0018,0.0,0.0,1.15629,0.0,2138816,0.0023543512263402,0.0137682746878026,0.0,0.0,0.0159816355545982,0.0,Producing,Shut down,21620.0,heimdal,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2986.0,0.0,325.0,0.0,35.0,0.0,,,,,,,,"{'Total E&P Norge AS': 40.0, 'Petoro AS': 30.0, 'Centrica Resources (Norge) AS': 20.0, 'Statoil Petroleum AS': 10.0}","{'TotalEnergies EP Norge': 40.0, 'Petoro AS': 30.0, 'Sval Energi AS': 20.0, 'Equinor ASA': 10.0}",0.0,0.0,0.0,0.0,0.0,2.05,11.14,0.0,0.0,13.19,0,0,0,0.0,,,0.0,74.69284136273788,9.02261,31.5950720242608,1.38575,303820.551848,0.8344145769438932,253512.29723710907,261.0074928034501,0.000844579226686884,0.155420773313116,0.18402154398563733
veslefrikk,2010,0.76595,0.0,0.0,0.0,0.76595,6.36421,43618,0.0058775775132483,0.0,0.0,0.0,0.0058775775132483,0.0359646332484702,Producing,Shut down,21212.0,veslefrikk,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,277.0,53.0,300.0,630.0,0.0,3115.0,241.60298011407065,175.0,0.0,970.0,0.0,190.662271,993246905.0,equinor energy as,98.034547,1421.548567,140.017814,6650576.0,"{'Petoro AS': 37.0, 'Talisman Resources Norge AS': 27.0, 'Statoil Petroleum AS': 18.0, 'RWE Dea Norge AS': 13.5, 'Wintershall Norge ASA': 4.5}","{'Petoro AS': 37.0, 'Repsol': 27.0, 'Equinor ASA': 18.0, 'Wintershall Dea Norge AS': 4.5}",0.0,0.0,0.0,0.0,0.0,55.34,4.19,1.81,0.0,62.97,0,0,0,0.0,614381.6832419999,619675.5487800001,954.901450178583,20.651341615978605,25.251929999999998,59.89847546450691,0.76595,614381.6832419999,1.0,614381.6832419999,954.901450178583,6.653962204224234e-05,0.8788311894552963,13.207637231503579
statfjord øst,2010,0.81739,0.10929,0.04783,0.0039299999999999,0.97841,2.23902,43672,0.0249825537155734,0.0040462106290386,0.001664508982107,0.0001655363184539,0.0306840021860173,0.0234526805988724,Producing,Producing,41233.0,statfjord,True,20.0,0.0,168.0,23.43074902771996,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,83.0,2.0,0.0,28.0,0.0,65.0,2.0,91.0,2491.0,0.0,194.0,0.0,99.0,4092.0,3.617775,993246794.0,equinor energy as,0.0,79.88778,0.00119,,"{'Statoil Petroleum AS': 31.6875, 'Petoro AS': 30.0, 'ExxonMobil Exploration and Production Norway AS': 17.75, 'ConocoPhillips Skandinavia AS': 6.04167, 'Centrica Resources (Norge) AS': 5.52083, 'Idemitsu Petroleum Norge AS': 4.8, 'Total E&P Norge AS': 2.8, 'RWE Dea Norge AS': 1.4}","{'Equinor ASA': 31.6875, 'Petoro AS': 30.0, 'Vår Energi AS': 17.75, 'ConocoPhillips': 6.04167, 'Sval Energi AS': 5.52083, 'Idemitsu Petroleum Norge AS': 4.8, 'TotalEnergies EP Norge': 2.8, 'Wintershall Dea Norge AS': 1.4}",3.06,0.98,0.19,0.0,4.4,40.8,5.75,2.38,0.0,51.07,0,0,0,0.0,27264.557880000004,27264.557880000004,33.1740344027555,21.2152685924429,33.80944,33.797846093597016,6.74194,1457382.2617139998,0.14512291714254355,211499.5652117335,257.34119303833273,0.0001125905619737615,0.798903465831212,7.095652173913043
