field,year,net_oil_prod_yearly_mill_sm3,net_gas_prod_yearly_bill_sm3,net_ngl_prod_yearly_mill_sm3,net_condensate_prod_yearly_mill_sm3,net_oil_eq_prod_yearly_mill_sm3,produced_water_yearly_mill_sm3,field_id,net_oil_prod_monthly_sm3_volatility,net_gas_prod_monthly_sm3_volatility,net_ngl_prod_monthly_sm3_volatility,net_condensate_prod_monthly_sm3_volatility,net_oil_eq_prod_monthly_sm3_volatility,produced_water_in_field_volatility,status,current_status,field_owner,processing_field,field_in_emissions,facilities_lifetime_mean,facilities_lifetime_std,facilities_water_depth_mean,facilities_water_depth_std,subsea_facilites_shut_down,surface_facilites_shut_down,subsea_facilites_in_service,surface_facilites_in_service,facility_kind_multi well template,facility_kind_single well template,facility_kind_offshore wind turbine,facility_kind_subsea structure,facility_kind_fpso,facility_kind_jacket 8 legs,facility_kind_condeep monoshaft,facility_kind_loading system,facility_kind_jacket 4 legs,facility_kind_jacket tripod,facility_kind_fsu,facility_kind_semisub steel,facility_kind_condeep 4 shafts,facility_kind_landfall,facility_kind_tlp concrete,facility_kind_jack-up 3 legs,facility_kind_jacket 6 legs,facility_kind_tlp steel,facility_kind_semisub concrete,facility_kind_mopustor,facility_kind_spar,well_status_closed,well_status_drilling,well_status_injecting,well_status_junked,well_status_online/operational,well_status_p&a,well_status_plugged,well_status_producing,well_status_suspended,well_purpose_injection,well_purpose_observation,well_purpose_production,well_subsea_no,well_subsea_yes,well_final_vertical_depth_mean,well_final_vertical_depth_std,well_water_depth_mean,well_water_depth_std,investments_mill_nok,future_investments_mill_nok,yearly_co2_emissions_1000_tonnes,org_number,operator,yearly_ch4_emissions_tons,yearly_nox_emissions_tons,yearly_oil_spill_emissions_tons,yearly_water_emissions_m3,ownership_original,ownership_new_name,current_remaining_recoverable_oil,current_remaining_recoverable_gas,current_remaining_recoverable_ngl,current_remaining_recoverable_condensate,current_remaining_recoverable_oe,original_recoverable_oil,original_recoverable_gas,original_recoverable_ngl,original_recoverable_condensate,original_recoverable_oe,electrified,years_electrified,electricity_mw,oe_fac_prod,ch4_fac_emissions,nox_fac_emissions,co2_fac_emissions,oe_share_prod,ch4_share_emissions,nox_share_emissions,co2_share_emissions,co2e_gwp100_tons,co2e_gwp20_tons,tco2e/ktoe_gwp100,tco2e/ktoe_gwp20
hyme,2015,0.83922,0.11807,0.09778,0.0,1.05506,0.3413899999999999,20474183,0.0046646533535827,0.0013397249265382,0.0006852449241407,0.0,0.0060874443560396,0.0139149203495145,Producing,Producing,2987047.0,njord,False,25.0,0.0,256.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3910.0,14.583095236151566,125.0,0.0,-5.0,23.0,0.0,,,0.0,0.0,0.0,0.0,"{'Statoil Petroleum AS': 35.0, 'ENGIE E&P Norge AS': 20.0, 'Dea E&P Norge AS': 17.5, 'Core Energy AS': 17.5, 'Faroe Petroleum Norge AS': 7.5, 'VNG Norge AS': 2.5}","{'Equinor ASA': 35.0, 'Neptune Energy Norge AS': 2.5, 'Wintershall Dea Norge AS': 17.5, 'Core Energy AS': 17.5, 'DNO ASA': 7.5}",0.99,0.55,0.23,0.0,1.98,3.18,0.88,0.36,0.0,4.74,0,0,0.0,2.82308,316.507184,564.089711,160.125888,0.37372656814542987,118.2871436696941,210.81531181817732,59.843298593479474,125793.24520175079,132417.32524725367,141938.71754726517,149412.9934917419
marulk,2015,0.10407,1.28788,0.22686,0.0,1.61879,0.00088,18212090,0.0016475443158614,0.0230581456060082,0.003720448408947,0.0,0.0282517994465785,2.015094553763188e-05,Producing,Producing,21788.0,norne,True,20.0,0.0,368.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4018.0,119.31470990619724,115.0,0.0,6.0,83.0,0.0,,,0.0,0.0,0.0,0.0,"{'Statoil Petroleum AS': 50.0, 'INEOS E&P Norge AS': 30.0, 'Eni Norge AS': 20.0}","{'Equinor ASA': 50.0, 'PGNiG': 30.0, 'Vår Energi AS': 20.0}",0.03,0.61,0.03,0.0,0.7,0.65,9.0,0.73,0.0,11.04,0,0,0.0,4.554869999999999,458.086116,794.449542,373.433875,0.3553976293505633,162.80271966480714,282.34548386544077,132.71751389419458,221175.8587083093,230292.81100953848,162655.18918474184,169359.8974201031
visund,2015,2.16617,1.32875,0.13718,0.0,3.63211,1.16653,43745,0.0510855329918422,0.0412236122669197,0.0028474991685954,0.0,0.0890912761220794,0.052010470354681,Producing,Producing,40726.0,visund,True,20.90909090909091,2.505405411716091,338.6666666666667,12.426012920540892,0.0,0.0,160.0,10.0,1.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,24.0,16.0,0.0,0.0,440.0,31.0,0.0,111.0,127.0,350.0,0.0,588.0,3049.333333333333,72.59706146486457,335.0,0.0,1387.0,13447.0,266.991007,893246932.0,equinor energy as,248.345905,744.312797,2.85975,418661.28898,"{'Statoil Petroleum AS': 53.2, 'Petoro AS': 30.0, 'ConocoPhillips Skandinavia AS': 9.1, 'Repsol Norge AS': 7.7}","{'Equinor ASA': 53.2, 'Petoro AS': 30.0, 'ConocoPhillips': 9.1, 'Repsol': 7.7}",3.05,26.94,3.14,0.0,35.96,41.71,71.79,8.38,0.0,129.42,0,0,0.0,3.63211,248.345905,744.312797,266.991007,1.0,496.69181,1488.625594,533.982014,989515.9441240001,1017330.6854840001,324328.05492570176,333444.73567968037
kvitebjørn,2015,1.91165,6.82211,0.67185,0.0,9.40559,0.20798,1036101,0.0312569347820559,0.1084629578543529,0.0202882895578168,0.0,0.1547737942616628,0.0051680132165137,Producing,Producing,22356.0,kvitebjørn,True,25.0,0.0,190.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,27.0,54.0,0.0,7.0,2.0,85.0,94.0,0.0,4348.5,232.6381310103741,190.0,0.0,333.0,4204.0,185.015374,993246557.0,equinor energy as,372.333983,421.923614,0.00085,0.0,"{'Statoil Petroleum AS': 39.55, 'Petoro AS': 30.0, 'Centrica Resources (Norge) AS': 19.0, 'A/S Norske Shell': 6.45, 'Total E&P Norge AS': 5.0}","{'Equinor ASA': 39.55, 'Petoro AS': 30.0, 'Sval Energi AS': 19.0, 'A/S Norske Shell': 6.45, 'TotalEnergies EP Norge': 5.0}",2.04,11.84,0.96,0.0,15.7,32.06,102.05,10.38,0.0,153.83,0,0,0.0,11.21643,436.327136,710.4934579999999,206.50937900000002,0.8385546916443111,678.1065752877885,949.5936486237135,328.3149185230301,629737.8357742829,667711.803990399,79706.63187862636,84513.04009110274
tyrihans,2015,2.55268,1.79827,0.66194,0.0,5.01284,1.02085,3960848,0.0306028725132234,0.0419850903099342,0.0148445887498278,0.0,0.0384654112236702,0.0086343010016954,Producing,Producing,3488806.0,kristin,True,25.0,0.0,273.25,8.995369179009096,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,55.0,51.0,0.0,16.0,40.0,93.0,0.0,149.0,3695.75,18.172781845386208,288.1,0.0,415.0,1693.0,0.947979,993246522.0,equinor energy as,0.0,16.1595,0.0,0.0,"{'Equinor Energy AS': 58.8355, 'Total E&P Norge AS': 23.1454, 'ExxonMobil Exploration and Production Norway AS': 11.7869, 'Eni Norge AS': 6.2322}","{'Equinor ASA': 58.8355, 'TotalEnergies EP Norge': 23.1454, 'Vår Energi AS': 6.2322}",1.91,20.64,2.94,0.0,28.14,35.42,47.32,7.38,0.0,96.76,0,0,0.0,7.58287,542.671808,502.51399,324.230907,0.6610742370632755,358.74635144934837,342.8816816866965,214.96738397153584,327222.75229427847,347312.54797544196,77710.61825001931,82481.65092410357
ula,2015,0.49592,0.0,0.01665,0.0,0.51256,2.64508,43800,0.0155605423680499,0.0,0.000698194099087,0.0,0.0161868354666451,0.0775905395279761,Producing,Producing,20916.0,ekofisk,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,7.0,0.0,0.0,0.0,176.0,42.0,0.0,58.0,0.0,183.0,241.0,0.0,3450.0,0.0,69.5,0.0,455.0,145.0,195.334383,993302392.0,aker bp asa,88.788934,513.63978,73.057235,2799888.813,"{'Aker BP ASA': 80.0, 'Faroe Petroleum Norge AS': 20.0}","{'Aker BP': 80.0, 'DNO ASA': 20.0}",0.97,0.0,0.04,0.0,1.05,78.02,3.85,3.04,0.0,87.65,0,0,0.0,8.16979,1098.742622,1963.2882,864.636824,0.06273845472160239,74.50389475658002,155.39863392190006,66.50095557657174,114734.06806015156,118906.28616652003,266482.3167279639,276172.7457842799
svalin,2015,1.96067,0.0,0.0,0.0,1.96067,0.4218,22507971,0.0147378637025571,0.0,0.0,0.0,0.0147378637025571,0.0107974870813873,Producing,Producing,22164.0,grane,True,25.0,0.0,125.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,6.0,4.0,5.0,5.0,1728.625,219.13201337484736,125.9375,1.293872923766914,16.0,1006.0,0.0,,,0.0,0.0,0.0,0.0,"{'Statoil Petroleum AS': 57.0, 'Petoro AS': 30.0, 'ExxonMobil Exploration and Production Norway AS': 13.0}","{'Equinor ASA': 57.0, 'Petoro AS': 30.0, 'Vår Energi AS': 13.0}",3.59,0.0,0.0,0.0,3.59,11.33,0.0,0.0,0.0,11.33,0,0,0.0,6.1753,248.558582,275.304302,218.432032,0.31750198370929344,78.91784285296907,87.4096620087024,69.35260346565187,97593.39870581684,102012.79790558311,59256.58958770462,61939.95268477413
gullfaks sør,2015,1.84125,3.16573,0.93484,0.02865,5.97041,1.52939,43699,0.0182789581585941,0.1063082672281916,0.0285695115092783,0.0017815117431297,0.1502041460182128,0.0227953262587405,Producing,Producing,21188.0,gullfaks,True,20.9375,2.015564437074638,135.9375,2.015564437074631,0.0,0.0,45.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,5.0,19.0,0.0,0.0,512.0,168.0,0.0,160.0,140.0,553.0,21.0,832.0,3307.2,259.72235175279,135.42000000000002,2.209524835796149,8304.0,5693.0,41.028746,993246328.0,equinor energy as,1.549404,634.714981,0.147781,10214.0,"{'Statoil Petroleum AS': 51.0, 'Petoro AS': 30.0, 'OMV (Norge) AS': 19.0}","{'Equinor ASA': 51.0, 'Petoro AS': 30.0, 'OMV (Norge) AS': 19.0}",4.11,19.88,2.39,0.0,28.53,63.66,105.1,12.94,0.0,193.35,0,0,0.0,11.067699999999999,1441.3611090000002,4185.234288,956.421741,0.5394445096993956,778.3701542253885,2600.095170191665,538.0691889091383,1331048.4639126328,1374637.1925492547,265405.81043142703,274097.2308891554
volve,2015,0.88076,0.00045,0.01362,0.0,0.89483,2.00983,3420717,0.0125314472307459,2.6328346286499244e-05,0.0007881105137086,0.0,0.0128700437650829,0.0254144137550948,Producing,Shut down,37817871.0,sleipner øst,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,10.0,22.0,27.0,59.0,0.0,3181.0,0.0,91.0,0.0,10.0,0.0,75.978618,993246875.0,equinor energy as,58.576378,129.728402,3.422526,385016.96151,"{'Statoil Petroleum AS': 59.6, 'ExxonMobil Exploration and Production Norway AS': 30.4, 'Centrica Resources (Norge) AS': 10.0}","{'Equinor ASA': 59.6, 'Vår Energi AS': 30.4, 'Sval Energi AS': 10.0}",0.0,0.0,0.0,0.0,0.0,10.17,0.81,0.16,0.09,11.37,0,0,0.0,12.54417,1871.538946,3478.596407,883.015069,0.071334333000908,137.68348925237143,257.39744350064376,68.40917501422653,148729.32296798824,156439.59836612103,197868.55360128026,208126.25538093832
oselvar,2015,0.08981,0.0,0.00602,0.0,0.09584,0.00483,5506919,0.002248544815626,0.0,0.0001554952985745,0.0,0.002401379653954,0.0001206139596925,Producing,Shut down,,ula,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3171.0,0.0,72.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,"{'DONG E&P Norge AS': 55.0, 'Bayerngas Norge AS': 30.0, 'CapeOmega AS (old)': 15.0}","{'PGNiG': 55.0, 'Sval Energi AS': 30.0, 'CapeOmega AS': 15.0}",0.0,0.0,0.0,0.0,0.0,0.68,0.4,0.02,0.0,1.12,0,0,0.0,0.389,0.0,0.0,0.0,0.2463753213367609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ekofisk,2015,6.47949,0.97911,0.19866,0.0,7.65723,12.44233,43506,0.026096599613046,0.0062569483194866,0.0013964012187177,0.0,0.0320445406284894,0.0464254858413572,Producing,Producing,20900.0,ekofisk,True,31.363636363636363,5.954371961386478,76.16666666666667,2.6911752530120108,0.0,0.0,7.0,30.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,201.0,15.0,0.0,831.0,1565.0,386.0,0.0,740.0,34.0,2498.0,3187.0,85.0,3232.6363636363635,63.26969689712878,78.0909090909091,1.7974729736241035,7087.0,21250.0,669.302441,872450912.0,conocophillips skandinavia as,1009.953688,1449.64842,116.936588,12309260.307397,"{'Total E&P Norge AS': 39.896, 'ConocoPhillips Skandinavia AS': 35.112, 'Eni Norge AS': 12.388, 'Equinor Energy AS': 7.604, 'Petoro AS': 5.0}","{'TotalEnergies EP Norge': 39.896, 'ConocoPhillips': 35.112, 'Vår Energi AS': 12.388, 'Equinor ASA': 7.604, 'Petoro AS': 5.0}",30.35,1.95,0.72,0.0,33.67,531.49,152.23,15.83,0.0,713.8,0,0,0.0,8.16979,1098.742622,1963.2882,864.636824,0.9372615452783976,1976.399962033455,3198.814250398431,1437.7022858771093,2443843.3028560486,2554521.700729922,379946.43824265694,397153.7047697035
hod,2015,0.0685,0.00538,0.0018,0.0,0.07566,0.05913,43485,0.0009983698834812,9.063747301834664e-05,2.7633971188310306e-05,0.0,0.0011121273635367,0.0006259992012774,Producing,Producing,21052.0,valhall,True,30.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,12.0,59.0,71.0,0.0,2803.0,0.0,66.7,0.0,0.0,119.0,0.414331,974313316.0,aker bp asa,0.0,7.188711,0.0,0.0,"{'Hess Norge AS': 62.5, 'Aker BP ASA': 37.5}",{'Aker BP': 37.5},4.75,0.82,0.12,0.0,5.8,15.52,2.64,0.62,0.0,19.34,0,0,0.0,3.03808,168.179727,366.84047000000004,36.411437,0.024903886665262272,4.188328860602749,9.31478033312487,0.917104752633242,3799.929597056286,4034.4760132500405,59790.189145933036,63480.67188503142
kristin,2015,0.76556,1.21202,0.5925,0.0,2.57003,0.6738500000000001,1854729,0.0047228310718607,0.0070983888483531,0.0057718635717512,0.0,0.0162162950921334,0.0102221323681272,Producing,Producing,1854695.0,kristin,True,30.0,0.0,364.0,6.324555320336759,0.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,21.0,32.0,0.0,0.0,4.0,65.0,0.0,69.0,4871.0,0.0,355.0,0.0,1500.0,9782.0,323.282928,993246522.0,equinor energy as,542.671808,486.35449,26.65995,1690421.1,"{'Equinor Energy AS': 55.2991, 'Petoro AS': 19.577, 'ExxonMobil Exploration and Production Norway AS': 10.8761, 'Eni Norge AS': 8.2478, 'Total E&P Norge AS': 6.0}","{'Equinor ASA': 55.2991, 'Petoro AS': 19.577, 'Vår Energi AS': 8.2478, 'TotalEnergies EP Norge': 6.0}",3.47,9.41,1.99,0.0,16.66,28.27,37.06,8.01,2.1,82.65,0,0,0.0,7.58287,542.671808,502.51399,324.230907,0.3389257629367245,367.8509131013034,335.15300402807907,219.45912053945932,329699.93712480983,350299.5882584828,152721.92353730623,162263.98888547477
visund sør,2015,0.63845,0.77456,0.20738,0.0,1.6204,0.37385,20461008,0.0118525589552585,0.0149899277294232,0.0043310293408744,0.0,0.0304912375888052,0.0188880161421965,Producing,Producing,40726.0,gullfaks,False,25.0,0.0,292.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,8.0,9.0,0.0,17.0,2940.0,0.0,291.0,0.0,16.0,600.0,0.0,,,0.0,0.0,0.0,0.0,"{'Statoil Petroleum AS': 53.2, 'Petoro AS': 30.0, 'ConocoPhillips Skandinavia AS': 9.1, 'Repsol Norge AS': 7.7}","{'Equinor ASA': 53.2, 'Petoro AS': 30.0, 'ConocoPhillips': 9.1, 'Repsol': 7.7}",0.11,0.24,0.03,0.0,0.41,2.8,5.68,0.79,0.0,9.98,0,0,0.0,11.067699999999999,1441.3611090000002,4185.234288,956.421741,0.14640801611897686,211.02682047973838,612.7518490991986,140.0278096728679,327733.16162062285,339550.6635674882,240779.1444944685,249461.23206460502
sleipner øst,2015,0.06795,0.34907,0.07497,0.0,0.49196,0.024,43478,0.0003076339323995,0.0020342810136321,0.0010245808455612,0.0,0.0030904349012376,0.000216164920205,Producing,Producing,41211.0,sleipner øst,True,38.0,16.431676725154983,83.6,0.8944271909999153,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,31.0,0.0,0.0,24.0,40.0,18.0,0.0,69.0,2.0,194.0,221.0,44.0,2619.0,321.0264786586925,82.0,0.0,344.0,1423.0,497.391104,993246646.0,equinor energy as,262.961979,1966.976719,0.694904,50030.480299,"{'Statoil Petroleum AS': 59.6, 'ExxonMobil Exploration and Production Norway AS': 15.4, 'LOTOS Exploration and Production Norge AS': 15.0, 'Total E&P Norge AS': 10.0}","{'Equinor ASA': 59.6, 'Vår Energi AS': 15.4, 'LOTOS Exploration and Production Norge AS': 15.0, 'TotalEnergies EP Norge': 10.0}",0.03,0.18,0.01,0.0,0.23,0.42,69.43,13.41,26.62,121.95,0,0,0.0,12.54417,1871.538946,3478.596407,883.015069,0.03921821850309746,83.71132367171363,213.56567673006347,54.137070915738555,119863.85093798875,124551.68506360472,290054.1926995341,301398.1127569525
oseberg øst,2015,0.38601,0.00697,0.0,0.0,0.39297,2.08594,43639,0.005394591778304,0.000104747170353,0.0,0.0,0.0054971201137918,0.0247432675263148,Producing,Producing,3500071.0,oseberg,True,20.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,138.0,11.0,0.0,41.0,21.0,96.0,158.0,0.0,2958.0,0.0,158.0,0.0,507.0,352.0,90.568572,993246603.0,equinor energy as,50.219844,382.235145,0.0,0.0,"{'Statoil Petroleum AS': 49.3, 'Petoro AS': 33.6, 'Total E&P Norge AS': 14.7, 'ConocoPhillips Skandinavia AS': 2.4}","{'Equinor ASA': 49.3, 'Petoro AS': 33.6, 'TotalEnergies EP Norge': 14.7, 'ConocoPhillips': 2.4}",0.62,0.01,0.01,0.0,0.65,24.18,0.37,0.11,0.0,24.76,0,0,0.0,10.23558,4402.037287,5252.646988,1203.215708,0.03839254834606343,170.93349715102318,216.33748471557155,49.67167551927687,118835.57590961675,128407.85175007404,360004.386344822,389002.95233391755
gjøa,2015,1.31429,3.89572,1.94229,0.18912,7.34143,0.47187,4467574,0.0070390953167852,0.0236238805731262,0.0237628713925355,0.002147831887784,0.0504760676789836,0.0067208902616462,Producing,Producing,22036.0,gjøa,True,21.428571428571427,3.779644730092272,359.0,9.146948489341495,0.0,0.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,10.0,30.0,0.0,40.0,2335.5,1.0,363.0,0.0,147.0,958.0,125.755859,997004523.0,vår energi norge as,461.09727,69.539636,4.780105,516672.10845,"{'Petoro AS': 30.0, 'GDF SUEZ E&P Norge AS': 30.0, 'Wintershall Norge AS': 20.0, 'A/S Norske Shell': 12.0, 'RWE Dea Norge AS': 8.0}","{'Petoro AS': 30.0, 'Neptune Energy Norge AS': 30.0, 'Wintershall Dea Norge AS': 8.0, 'A/S Norske Shell': 12.0}",0.33,5.33,0.65,0.0,6.9,15.55,45.16,10.2,0.0,80.09,0,0,0.0,11.27515,461.09727,69.539636,125.755859,0.6511159496769444,600.4555736989929,90.55673226865807,163.76329112044985,208581.7510829424,242207.26321008604,33823.32984610277,39275.99663989266
valhall,2015,2.4028,0.43631,0.12335,0.0,2.96242,0.5959099999999999,43548,0.0301308127800741,0.0062803712373384,0.0017592687444365,0.0,0.0376415041321854,0.0071981253346502,Producing,Producing,41657.0,valhall,True,31.88888888888889,4.013864859597431,70.77777777777777,2.587362449376672,0.0,0.0,12.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,62.0,96.0,0.0,703.0,263.0,247.0,0.0,118.0,162.0,1341.0,1621.0,0.0,2210.75,1154.3873916497876,70.2,4.041451884327382,857.0,48783.0,35.997106,974313316.0,aker bp asa,168.179727,359.651759,8.489807,646528.147,"{'Hess Norge AS': 64.04688, 'Aker BP ASA': 35.95313}",{'Aker BP': 35.95313},31.83,6.08,0.85,0.0,39.53,158.52,30.5,6.02,0.0,200.46,0,0,0.0,3.03808,168.179727,366.84047000000004,36.411437,0.9750961133347377,327.9827962787945,708.3997488657902,70.60528885153123,290131.09840416897,308498.13499578147,116591.89607377343,123972.86155197019
veslefrikk,2015,0.44036,0.34323,0.19702,0.0,0.98062,4.34061,43618,0.0051720495908002,0.0043399395157075,0.0026661304385103,0.0,0.0110452448290354,0.0543704624230005,Producing,Shut down,21212.0,veslefrikk,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,0.0,0.0,357.0,69.0,445.0,871.0,0.0,3026.0,0.0,175.0,0.0,261.0,0.0,173.230001,993246905.0,equinor energy as,125.364567,1125.924872,107.580608,4382152.0,"{'Petoro AS': 37.0, 'Talisman Energy Norge AS': 27.0, 'Statoil Petroleum AS': 18.0, 'DEA Norge AS': 13.5, 'Wintershall Norge AS': 4.5}","{'Petoro AS': 37.0, 'Repsol': 27.0, 'Equinor ASA': 18.0, 'Wintershall Dea Norge AS': 4.5}",0.0,0.0,0.0,0.0,0.0,55.34,4.19,1.81,0.0,62.97,0,0,0.0,0.98062,125.364567,1125.924872,173.230001,1.0,250.729134,2251.849744,346.460002,1020529.400244,1034570.231748,1238926.3452422228,1255971.9649522023
fram h-nord,2015,0.26909,0.0,0.0,0.0,0.26909,0.3605899999999999,23410947,0.0046033652874497,0.0,0.0,0.0,0.0046033652874497,0.0080151917782685,Producing,Producing,23410876.0,troll,False,25.0,0.0,360.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2927.5,10.606601717798211,361.0,0.0,38.0,0.0,0.0,,,0.0,0.0,0.0,0.0,"{'Statoil Petroleum AS': 49.2, 'Idemitsu Petroleum Norge AS': 28.8, 'Petoro AS': 11.2, 'ENGIE E&P Norge AS': 10.8}","{'Equinor ASA': 49.2, 'Idemitsu Petroleum Norge AS': 28.8, 'Petoro AS': 11.2, 'Neptune Energy Norge AS': 10.8}",0.02,0.0,0.0,0.0,0.02,0.71,0.0,0.0,0.0,0.71,0,0,0.0,45.43874,1725.487575,4697.4943619999995,719.839438,0.0059220392114746135,10.218405078062244,27.81874580744492,4.262917377801848,12803.818289147413,13376.048973518898,56645.140363497674,59176.73575984889
norne,2015,0.63124,0.18415,0.06202,0.0,0.87736,7.865,43778,0.0058213718054226,0.0019647597971777,0.0008523212511439,0.0,0.0050839092569924,0.0417187255390917,Producing,Producing,40672.0,norne,True,24.285714285714285,1.889822365046136,376.875,2.167124493754004,0.0,0.0,22.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,59.0,3.0,0.0,0.0,302.0,78.0,0.0,130.0,84.0,321.0,0.0,535.0,2622.0,0.0,375.0,0.0,97.0,1353.0,370.468326,893246592.0,equinor energy as,457.836116,751.495129,122.616819,9119882.070859,"{'Petoro AS': 54.0, 'Equinor Energy AS': 39.1, 'Eni Norge AS': 6.9}","{'Petoro AS': 54.0, 'Equinor ASA': 39.1, 'Vår Energi AS': 6.9}",1.16,1.39,0.06,0.0,2.66,93.96,13.05,1.37,0.0,109.61,0,0,0.0,4.554869999999999,458.086116,794.449542,373.433875,0.19262020650424713,176.42512946967096,297.7801817721604,143.29059557558395,236726.28326423356,246606.09051453514,321210.2260030003,334615.98338648945
