field,year,yearly_water_emissions_m3,org_number,yearly_subsea_water_emissions,operator
veslefrikk ,2011,5280004.0,993246905,,equinor energy as
veslefrikk ,2012,5186547.0,993246905,,equinor energy as
veslefrikk ,2013,3756416.0,993246905,,equinor energy as
veslefrikk ,2014,3717489.0,993246905,,equinor energy as
veslefrikk ,2015,4382152.0,993246905,,equinor energy as
veslefrikk ,2016,4841098.0,993246905,,equinor energy as
veslefrikk ,2017,3900703.0,993246905,,equinor energy as
veslefrikk ,2018,3194533.69049,993246905,,equinor energy as
veslefrikk ,2019,2655781.815506,993246905,,equinor energy as
veslefrikk ,2020,2737329.561118,993246905,,equinor energy as
veslefrikk ,2021,1612941.913047,993246905,,equinor energy as
veslefrikk ,2022,45949.858142,993246905,,equinor energy as
volve ,2007,1644.49,993246875,,equinor energy as
volve ,2008,407519.95147,993246875,2417769.99149,equinor energy as
volve ,2009,261309.21675,993246875,4392197.6152,equinor energy as
volve ,2010,76908.31861,993246875,4569394.4024,equinor energy as
volve ,2011,78509.7732,993246875,3442446.4979,equinor energy as
volve ,2012,297453.53321,993246875,2975214.10629,equinor energy as
