fclName,fclPhase,fclSurface,fclCurrentOperatorName,fclKind,fclBelongsToName,fclBelongsToKind,fclBelongsToS,fclStartupDate,fclGeodeticDatum,fclNsDeg,fclNsMin,fclNsSec,fclNsCode,fclEwDeg,fclEwMin,fclEwSec,fclEwCode,fclWaterDepth,fclFunctions,fclDesignLifetime,fclNationName,fclFactPageUrl,fclFactMapUrl,fclNpdidFacility,fclDateUpdated,datesyncNPD
FRAM T-1,IN SERVICE,N,Equinor Energy AS,SUBSEA STRUCTURE,FRAM,FIELD,1578840.0,30.10.2006,ED50,61.0,1.0,27.25,N,3.0,34.0,24.81,E,360,T-CONNECTION,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=371558,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=371558,371558,02.01.2024,22.05.2024
FRAM T-2,IN SERVICE,N,Equinor Energy AS,SUBSEA STRUCTURE,FRAM,FIELD,1578840.0,30.10.2006,ED50,61.0,1.0,27.95,N,3.0,34.0,26.29,E,360,T-CONNECTION,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=371595,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=371595,371595,02.01.2024,22.05.2024
FRANPIPE T,INSTALLATION,N,Gassco AS,SUBSEA STRUCTURE,FRANPIPE,TUF,124202.0,01.07.1998,ED50,53.0,5.0,41.09,N,3.0,7.0,48.39,E,30,T-CONNECTION,50.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=287233,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=287233,287233,02.01.2024,22.05.2024
FREDERICIA,IN SERVICE,Y,,ONSHORE FACILITY,,INGEN REGISTERING,,,ED50,55.0,34.0,33.56,N,9.0,46.0,49.94,E,0,LANDFALL,,Denmark,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=416595,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=416595,416595,02.01.2024,22.05.2024
FRIGG DP1,REMOVED,Y,,JACKET 8 LEGS,FRIGG,FIELD,43555.0,,ED50,59.0,52.0,26.5,N,2.0,3.0,39.0,E,98,,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280933,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280933,280933,24.01.2024,22.05.2024
FRIGG DP2,REMOVED,Y,,JACKET 8 LEGS,FRIGG,FIELD,43555.0,01.08.1978,ED50,59.0,53.0,10.07,N,2.0,4.0,20.6,E,97,DRILLING - PROCESSING - QUARTER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277965,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277965,277965,24.01.2024,22.05.2024
FRIGG QP,REMOVED,Y,,JACKET 4 LEGS,,INGEN REGISTERING,,,ED50,59.0,52.0,48.48,N,2.0,3.0,59.4,E,102,QUARTER,,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=365776,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=365776,365776,02.01.2024,22.05.2024
FRIGG TCP2,PARTLY REMOVED,Y,,CONDEEP 3 SHAFTS,FRIGG,FIELD,43555.0,01.08.1978,ED50,59.0,52.0,48.44,N,2.0,3.0,59.53,E,102,PROCESSING,60.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272561,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272561,272561,24.01.2024,22.05.2024
FRIGG TP1-Y,INSTALLATION,N,Equinor Energy AS,SUBSEA STRUCTURE,MARTIN LINGE GASSRØR,TUF,22223002.0,,ED50,59.0,53.0,38.85,N,2.0,1.0,5.74,E,105,Y-CONNECTION,30.0,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=438553,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=438553,438553,02.01.2024,22.05.2024
FROSK TEST PRODUCER,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,BØYLA,FIELD,22492497.0,26.08.2019,ED50,59.0,20.0,29.01,N,1.0,49.0,55.32,E,120,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=710400,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=710400,710400,02.01.2024,22.05.2024
FRØY,REMOVED,Y,Aker BP ASA,JACKET 4 LEGS,FRØY,FIELD,43597.0,11.05.1995,ED50,59.0,44.0,3.0,N,2.0,33.0,28.0,E,119,WELLHEAD,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277433,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277433,277433,02.01.2024,22.05.2024
GDANSK,IN SERVICE,Y,,LANDFALL,,INGEN REGISTERING,,,ED50,54.0,38.0,13.85,N,18.0,71.0,24.54,E,0,,,Poland,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=449005,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=449005,449005,02.01.2024,22.05.2024
GEKKO NORD MANIFOLD,IN SERVICE,N,Aker BP ASA,SUBSEA STRUCTURE,ALVHEIM,FIELD,2845712.0,26.10.2023,ED50,59.0,31.0,20.0,N,2.0,2.0,13.71,E,120,MANIFOLD,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=750025,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=750025,750025,02.01.2024,22.05.2024
GEKKO SØR MANIFOLD,IN SERVICE,N,Aker BP ASA,SUBSEA STRUCTURE,ALVHEIM,FIELD,2845712.0,26.10.2023,ED50,59.0,29.0,41.84,N,2.0,1.0,41.54,E,125,MANIFOLD,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=750326,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=750326,750326,02.01.2024,22.05.2024
GINA KROG,IN SERVICE,Y,Equinor Energy AS,JACKET 4 LEGS,GINA KROG,FIELD,23384544.0,30.06.2017,ED50,58.0,34.0,19.85,N,1.0,41.0,48.44,E,116,PROCESSING - QUARTER - WELLHEAD,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=443856,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=443856,443856,02.01.2024,22.05.2024
GINA KROG FSO,IN SERVICE,Y,Equinor Energy AS,FSU,GINA KROG,FIELD,23384544.0,03.10.2017,ED50,58.0,35.0,2.42,N,1.0,44.0,3.57,E,116,OFFLOADING - STORAGE,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=444592,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=444592,444592,02.01.2024,22.05.2024
GINA KROG T,IN SERVICE,N,Equinor Energy AS,SUBSEA STRUCTURE,GINA KROG GASSIMPORT,TUF,23412532.0,,ED50,58.0,26.0,26.29,N,2.0,2.0,39.83,E,116,T-CONNECTION,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=444803,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=444803,444803,02.01.2024,22.05.2024
GJØA,IN SERVICE,Y,Vår Energi Norge AS,SEMISUB STEEL,GJØA,FIELD,4467574.0,07.11.2010,ED50,61.0,19.0,56.51,N,3.0,53.0,48.55,E,360,PROCESSING - QUARTER,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=406672,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=406672,406672,18.02.2024,22.05.2024
GJØA B,IN SERVICE,N,Vår Energi Norge AS,MULTI WELL TEMPLATE,GJØA,FIELD,4467574.0,07.11.2010,ED50,61.0,20.0,25.11,N,3.0,57.0,31.27,E,350,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=403298,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=403298,403298,18.02.2024,22.05.2024
GJØA C,IN SERVICE,N,Vår Energi Norge AS,MULTI WELL TEMPLATE,GJØA,FIELD,4467574.0,07.11.2010,ED50,61.0,20.0,27.03,N,3.0,57.0,30.05,E,350,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=403356,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=403356,403356,18.02.2024,22.05.2024
GJØA D,IN SERVICE,N,Vår Energi Norge AS,MULTI WELL TEMPLATE,GJØA,FIELD,4467574.0,07.11.2010,ED50,61.0,20.0,28.76,N,3.0,57.0,32.12,E,350,GAS PRODUCER - OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=403414,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=403414,403414,18.02.2024,22.05.2024
GJØA E,IN SERVICE,N,Vår Energi Norge AS,MULTI WELL TEMPLATE,GJØA,FIELD,4467574.0,07.11.2010,ED50,61.0,21.0,49.1,N,4.0,0.0,53.08,E,370,GAS PRODUCER - OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=403472,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=403472,403472,18.02.2024,22.05.2024
GJØA F,IN SERVICE,N,Vår Energi Norge AS,SINGLE WELL TEMPLATE,GJØA,FIELD,4467574.0,07.11.2010,ED50,61.0,23.0,17.54,N,3.0,58.0,52.16,E,370,GAS PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=403530,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=403530,403530,18.02.2024,22.05.2024
GJØA G,IN SERVICE,N,Vår Energi Norge AS,MULTI WELL TEMPLATE,GJØA,FIELD,4467574.0,22.02.2021,ED50,61.0,24.0,18.41,N,3.0,59.0,57.78,E,363,GAS PRODUCER - OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=717659,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=717659,717659,18.02.2024,22.05.2024
GJØA-T,IN SERVICE,N,Vår Energi Norge AS,SUBSEA STRUCTURE,GJØA,FIELD,4467574.0,10.11.2010,ED50,61.0,1.0,14.8,N,1.0,42.0,0.81,E,150,T-CONNECTION,30.0,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=406731,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=406731,406731,18.02.2024,22.05.2024
GOLIAT B,IN SERVICE,N,Vår Energi ASA,MULTI WELL TEMPLATE,GOLIAT,FIELD,5774394.0,12.03.2016,ED50,71.0,17.0,11.03,N,22.0,17.0,6.51,E,387,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=410948,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=410948,410948,02.01.2024,22.05.2024
GOLIAT C,IN SERVICE,N,Vår Energi ASA,MULTI WELL TEMPLATE,GOLIAT,FIELD,5774394.0,12.03.2016,ED50,71.0,16.0,39.17,N,22.0,16.0,43.54,E,376,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=411006,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=411006,411006,02.01.2024,22.05.2024
GOLIAT D,IN SERVICE,N,Vår Energi ASA,MULTI WELL TEMPLATE,GOLIAT,FIELD,5774394.0,12.03.2016,ED50,71.0,15.0,35.72,N,22.0,15.0,42.55,E,350,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=411064,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=411064,411064,02.01.2024,22.05.2024
GOLIAT E,IN SERVICE,N,Vår Energi ASA,MULTI WELL TEMPLATE,GOLIAT,FIELD,5774394.0,12.03.2016,ED50,71.0,14.0,36.08,N,22.0,15.0,0.54,E,323,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=411122,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=411122,411122,02.01.2024,22.05.2024
GOLIAT F,IN SERVICE,N,Vår Energi ASA,MULTI WELL TEMPLATE,GOLIAT,FIELD,5774394.0,12.03.2016,ED50,71.0,15.0,33.84,N,22.0,15.0,35.76,E,350,GAS INJECTION,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=411180,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=411180,411180,02.01.2024,22.05.2024
GOLIAT FPSO,IN SERVICE,Y,Vår Energi ASA,FPSO,GOLIAT,FIELD,5774394.0,12.03.2016,ED50,71.0,18.0,39.74,N,22.0,15.0,9.03,E,371,OFFLOADING - OIL PRODUCER - PROCESSING - QUARTER,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=410887,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=410887,410887,02.01.2024,22.05.2024
GOLIAT G,IN SERVICE,N,Vår Energi ASA,MULTI WELL TEMPLATE,GOLIAT,FIELD,5774394.0,12.03.2016,ED50,71.0,18.0,16.3,N,22.0,18.0,38.02,E,394,WATER INJECTION,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=411238,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=411238,411238,02.01.2024,22.05.2024
GOLIAT H,IN SERVICE,N,Vår Energi ASA,MULTI WELL TEMPLATE,GOLIAT,FIELD,5774394.0,12.03.2016,ED50,71.0,17.0,11.43,N,22.0,17.0,17.23,E,387,WATER INJECTION,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=411296,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=411296,411296,02.01.2024,22.05.2024
GOLIAT I,IN SERVICE,N,Vår Energi ASA,MULTI WELL TEMPLATE,GOLIAT,FIELD,5774394.0,12.03.2016,ED50,71.0,14.0,32.81,N,22.0,15.0,4.22,E,327,WATER INJECTION,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=411354,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=411354,411354,02.01.2024,22.05.2024
GRANE,IN SERVICE,Y,Equinor Energy AS,JACKET 8 LEGS,GRANE,FIELD,1035937.0,23.09.2003,ED50,59.0,9.0,54.86,N,2.0,29.0,14.6,E,127,DRILLING - OIL PRODUCER - PROCESSING - QUARTER,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=283285,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=283285,283285,02.01.2024,22.05.2024
GRANE SSIV,IN SERVICE,N,Equinor Energy AS,SUBSEA STRUCTURE,GRANE GASSRØR,TUF,1036213.0,23.09.2003,ED50,59.0,10.0,2.69,N,2.0,29.0,14.21,E,127,ISOLATION VALVE,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=363581,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=363581,363581,02.01.2024,22.05.2024
GRANE-Y,INSTALLATION,N,Equinor Energy AS,SUBSEA STRUCTURE,EDVARD GRIEG OLJERØR,TUF,22508023.0,,ED50,59.0,11.0,50.97,N,2.0,31.0,52.16,E,125,Y-CONNECTION,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=441741,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=441741,441741,02.01.2024,22.05.2024
GUDRUN,IN SERVICE,Y,Equinor Energy AS,JACKET 4 LEGS,GUDRUN,FIELD,18116481.0,07.04.2014,ED50,58.0,50.0,42.8,N,1.0,44.0,37.4,E,109,GAS PRODUCER - OIL PRODUCER - QUARTER - SEPARATION - WELLHEAD,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=410651,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=410651,410651,02.01.2024,22.05.2024
GULLFAKS A,IN SERVICE,Y,Equinor Energy AS,CONDEEP 4 SHAFTS,GULLFAKS,FIELD,43686.0,21.12.1986,ED50,61.0,10.0,33.98,N,2.0,11.0,20.94,E,133,DRILLING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=271833,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=271833,271833,02.01.2024,22.05.2024
GULLFAKS A SSIV,IN SERVICE,N,Equinor Energy AS,SUBSEA STRUCTURE,GULLFAKS,FIELD,43686.0,01.02.2001,ED50,61.0,10.0,33.98,N,2.0,11.0,21.1,E,135,ISOLATION VALVE,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=287317,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=287317,287317,02.01.2024,22.05.2024
GULLFAKS A-SPM 1,REMOVED,Y,Equinor Energy AS,LOADING SYSTEM,GULLFAKS,FIELD,43686.0,21.12.1986,ED50,61.0,11.0,29.22,N,2.0,9.0,28.15,E,136,OFFLOADING,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272813,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272813,272813,02.01.2024,22.05.2024
GULLFAKS A-SPM 2,REMOVED,Y,Equinor Energy AS,LOADING SYSTEM,GULLFAKS,FIELD,43686.0,29.02.1988,ED50,61.0,10.0,2.11,N,2.0,13.0,47.02,E,136,OFFLOADING,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272841,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272841,272841,02.01.2024,22.05.2024
GULLFAKS B,IN SERVICE,Y,Equinor Energy AS,CONDEEP 4 SHAFTS,GULLFAKS,FIELD,43686.0,29.02.1988,ED50,61.0,12.0,10.5,N,2.0,12.0,4.68,E,141,DRILLING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=271917,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=271917,271917,02.01.2024,22.05.2024
GULLFAKS C,IN SERVICE,Y,Equinor Energy AS,CONDEEP 4 SHAFTS,GULLFAKS,FIELD,43686.0,01.01.1990,ED50,61.0,12.0,53.8,N,2.0,16.0,25.93,E,216,DRILLING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272645,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272645,272645,02.01.2024,22.05.2024
GULLFAKS C SSIV,IN SERVICE,N,Equinor Energy AS,SUBSEA STRUCTURE,GULLFAKS,FIELD,43686.0,01.02.2001,ED50,61.0,12.0,53.8,N,2.0,16.0,26.03,E,215,ISOLATION VALVE,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=287345,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=287345,287345,02.01.2024,22.05.2024
GULLFAKS OLS-1,IN SERVICE,N,Equinor Energy AS,LOADING SYSTEM,GULLFAKS,FIELD,43686.0,01.06.2014,ED50,61.0,11.0,29.22,N,2.0,9.0,28.15,E,136,OFFLOADING,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=438710,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=438710,438710,02.01.2024,22.05.2024
GULLFAKS OLS-2,IN SERVICE,N,Equinor Energy AS,LOADING SYSTEM,GULLFAKS,FIELD,43686.0,15.09.2014,ED50,61.0,10.0,2.11,N,2.0,13.0,47.02,E,136,LOADING BOUY,30.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=439911,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=439911,439911,02.01.2024,22.05.2024
GULLFAKS SC,IN SERVICE,N,Equinor Energy AS,SUBSEA STRUCTURE,GULLFAKS SØR,FIELD,43699.0,11.10.2015,ED50,61.0,5.0,76.0,N,2.0,11.0,4.0,E,135,SUBSEA COMPRESSION,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=443567,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=443567,443567,02.01.2024,22.05.2024
GULLFAKS SØR D,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,GULLFAKS SØR,FIELD,43699.0,08.10.1998,ED50,61.0,7.0,26.55,N,2.0,14.0,39.45,E,135,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277517,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277517,277517,02.01.2024,22.05.2024
GULLFAKS SØR E,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,GULLFAKS SØR,FIELD,43699.0,08.10.1998,ED50,61.0,6.0,38.4,N,2.0,15.0,38.37,E,135,GAS INJECTION,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=279701,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=279701,279701,02.01.2024,22.05.2024
GULLFAKS SØR F,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,GULLFAKS SØR,FIELD,43699.0,08.10.1998,ED50,61.0,5.0,51.01,N,2.0,16.0,36.5,E,135,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=279645,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=279645,279645,02.01.2024,22.05.2024
GULLFAKS SØR G,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,GULLFAKS SØR,FIELD,43699.0,08.10.1998,ED50,61.0,5.0,50.23,N,2.0,16.0,36.25,E,135,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=279673,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=279673,279673,02.01.2024,22.05.2024
GULLFAKS SØR H,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,GULLFAKS SØR,FIELD,43699.0,08.10.1998,ED50,61.0,3.0,20.33,N,2.0,4.0,26.21,E,135,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280709,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280709,280709,02.01.2024,22.05.2024
GULLFAKS SØR I,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,GULLFAKS SØR,FIELD,43699.0,08.10.1998,ED50,61.0,3.0,19.4,N,2.0,2.0,12.88,E,135,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280653,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280653,280653,02.01.2024,22.05.2024
GULLFAKS SØR J,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,GULLFAKS SØR,FIELD,43699.0,08.10.1998,ED50,61.0,3.0,50.84,N,2.0,0.0,11.87,E,135,GAS INJECTION,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280681,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280681,280681,02.01.2024,22.05.2024
GULLFAKS SØR K,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,GULLFAKS SØR,FIELD,43699.0,08.10.1998,ED50,61.0,8.0,9.86,N,2.0,0.0,55.78,E,135,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280765,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280765,280765,02.01.2024,22.05.2024
GULLFAKS SØR L,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,GULLFAKS SØR,FIELD,43699.0,01.10.2001,ED50,61.0,5.0,48.29,N,2.0,11.0,33.99,E,135,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=279617,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=279617,279617,02.01.2024,22.05.2024
