fldName,fldOwnerName,fldOwnerKind,fldOwnerFrom,fldOwnerTo,fldLicenseeFrom,fldLicenseeTo,cmpLongName,fldCompanyShare,fldSdfiShare,fldNpdidField,cmpNpdidCompany,fldLicenseeDateUpdated,DatesyncNPD
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,18.12.2001,21.03.2003,TotalFinaElf Exploration Norge AS,3.69096,,46437,1340884,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,18.12.2001,21.03.2003,Norske Conoco A/S,1.62374,,46437,221,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,17.06.2001,17.12.2001,Petoro AS,56.0,,46437,1626839,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,17.06.2001,17.12.2001,Statoil ASA (old),20.80471,,46437,1622484,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,17.06.2001,17.12.2001,Norsk Hydro Produksjon AS,9.77914,,46437,430,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,17.06.2001,17.12.2001,A/S Norske Shell,8.10145,,46437,562,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,17.06.2001,17.12.2001,TotalFinaElf Exploration Norge AS,2.34548,,46437,1340884,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,17.06.2001,17.12.2001,Norske Conoco A/S,1.62374,,46437,221,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,17.06.2001,17.12.2001,Total Norge AS,1.34548,,46437,848,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.06.2001,16.06.2001,Statens Direkte Økonomiske Engasjement SDØE,56.0,,46437,1623450,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.06.2001,16.06.2001,Statoil ASA (old),20.80471,,46437,1622484,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.06.2001,16.06.2001,Norsk Hydro Produksjon AS,9.77914,,46437,430,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.06.2001,16.06.2001,A/S Norske Shell,8.10145,,46437,562,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.06.2001,16.06.2001,TotalFinaElf Exploration Norge AS,2.34548,,46437,1340884,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.06.2001,16.06.2001,Norske Conoco A/S,1.62374,,46437,221,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.06.2001,16.06.2001,Total Norge AS,1.34548,,46437,848,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,10.05.2001,31.05.2001,Statens Direkte Økonomiske Engasjement SDØE,62.92792,,46437,1623450,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,10.05.2001,31.05.2001,Statoil ASA (old),13.87678,,46437,1622484,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,10.05.2001,31.05.2001,Norsk Hydro Produksjon AS,9.77914,,46437,430,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,10.05.2001,31.05.2001,A/S Norske Shell,8.10145,,46437,562,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,10.05.2001,31.05.2001,TotalFinaElf Exploration Norge AS,2.34548,,46437,1340884,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,10.05.2001,31.05.2001,Norske Conoco A/S,1.62374,,46437,221,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,10.05.2001,31.05.2001,Total Norge AS,1.34548,,46437,848,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,11.01.2001,09.05.2001,Den norske stats oljeselskap a.s,76.80471,62.92792,46437,749,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,11.01.2001,09.05.2001,Norsk Hydro Produksjon AS,9.77914,,46437,430,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,11.01.2001,09.05.2001,A/S Norske Shell,8.10145,,46437,562,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,11.01.2001,09.05.2001,TotalFinaElf Exploration Norge AS,2.34548,,46437,1340884,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,11.01.2001,09.05.2001,Norske Conoco A/S,1.62374,,46437,221,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,11.01.2001,09.05.2001,Total Norge AS,1.34548,,46437,848,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,24.07.2000,10.01.2001,Den norske stats oljeselskap a.s,76.80471,62.92792,46437,749,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,24.07.2000,10.01.2001,A/S Norske Shell,8.10145,,46437,562,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,24.07.2000,10.01.2001,Norsk Hydro Produksjon AS,7.71753,,46437,430,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,24.07.2000,10.01.2001,TotalFinaElf Exploration Norge AS,2.34548,,46437,1340884,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,24.07.2000,10.01.2001,Saga Petroleum ASA,2.06161,,46437,716,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,24.07.2000,10.01.2001,Norske Conoco A/S,1.62374,,46437,221,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,24.07.2000,10.01.2001,Total Norge AS,1.34548,,46437,848,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,11.12.1999,23.07.2000,Den norske stats oljeselskap a.s,76.80471,62.92792,46437,749,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,11.12.1999,23.07.2000,A/S Norske Shell,8.10145,,46437,562,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,11.12.1999,23.07.2000,Norsk Hydro Produksjon AS,7.71753,,46437,430,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,11.12.1999,23.07.2000,Elf Petroleum Norge AS,2.34548,,46437,298,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,11.12.1999,23.07.2000,Saga Petroleum ASA,2.06161,,46437,716,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,11.12.1999,23.07.2000,Norske Conoco A/S,1.62374,,46437,221,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,11.12.1999,23.07.2000,Total Norge AS,1.34548,,46437,848,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.10.1999,10.12.1999,Den norske stats oljeselskap a.s,74.7431,62.92792,46437,749,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.10.1999,10.12.1999,A/S Norske Shell,8.10145,,46437,562,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.10.1999,10.12.1999,Norsk Hydro Produksjon AS,7.71753,,46437,430,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.10.1999,10.12.1999,Saga Petroleum ASA,4.12322,,46437,716,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.10.1999,10.12.1999,Elf Petroleum Norge AS,2.34548,,46437,298,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.10.1999,10.12.1999,Norske Conoco A/S,1.62374,,46437,221,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.10.1999,10.12.1999,Total Norge AS,1.34548,,46437,848,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.04.1993,30.09.1999,Den norske stats oljeselskap a.s,74.576,62.696,46437,749,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.04.1993,30.09.1999,A/S Norske Shell,8.288,,46437,562,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.04.1993,30.09.1999,Norsk Hydro Produksjon AS,7.688,,46437,430,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.04.1993,30.09.1999,Saga Petroleum ASA,4.08,,46437,716,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.04.1993,30.09.1999,Elf Petroleum Norge AS,2.35344,,46437,298,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.04.1993,30.09.1999,Norske Conoco A/S,1.66113,,46437,221,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.04.1993,30.09.1999,Total Norge AS,1.35343,,46437,848,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.01.1988,31.03.1993,Den norske stats oljeselskap a.s,74.576,62.696,46437,749,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.01.1988,31.03.1993,A/S Norske Shell,8.288,,46437,562,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.01.1988,31.03.1993,Norsk Hydro Produksjon AS,7.688,,46437,430,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.01.1988,31.03.1993,Saga Petroleum ASA,4.08,,46437,716,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.01.1988,31.03.1993,Elf Petroleum Norge AS,2.35344,,46437,298,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.01.1988,31.03.1993,Norske Conoco A/S,2.01456,,46437,221,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.01.1988,31.03.1993,Total Norge AS,1.0,,46437,848,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,02.01.1987,31.12.1987,Den norske stats oljeselskap a.s,74.576,62.696,46437,749,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,02.01.1987,31.12.1987,A/S Norske Shell,8.288,,46437,562,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,02.01.1987,31.12.1987,Norsk Hydro Produksjon AS,7.688,,46437,430,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,02.01.1987,31.12.1987,Saga Petroleum ASA,4.08,,46437,716,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,02.01.1987,31.12.1987,Elf Petroleum Norge AS,2.0,,46437,298,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,02.01.1987,31.12.1987,Mobil Development Norway AS,1.184,,46437,474,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,02.01.1987,31.12.1987,Norske Conoco A/S,1.184,,46437,221,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,02.01.1987,31.12.1987,Total Norge AS,1.0,,46437,848,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.01.1987,01.01.1987,Den norske stats oljeselskap a.s,77.576,62.696,46437,749,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.01.1987,01.01.1987,A/S Norske Shell,8.288,,46437,562,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.01.1987,01.01.1987,Norsk Hydro Produksjon AS,7.688,,46437,430,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.01.1987,01.01.1987,Saga Petroleum ASA,4.08,,46437,716,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.01.1987,01.01.1987,Mobil Development Norway AS,1.184,,46437,474,02.01.2024,22.05.2024
TROLL,TROLL UNIT,BUSINESS ARRANGEMENT AREA,01.01.1987,,01.01.1987,01.01.1987,Norske Conoco A/S,1.184,,46437,221,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,18.06.2021,,Petoro AS,40.8,,29398828,1626839,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,18.06.2021,,A/S Norske Shell,25.9,,29398828,562,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,18.06.2021,,Equinor Energy AS,24.41802,,29398828,32011216,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,18.06.2021,,ConocoPhillips Skandinavia AS,5.19102,,29398828,2410696,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,18.06.2021,,TotalEnergies EP Norge AS,3.69096,,29398828,35000016,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,16.05.2018,17.06.2021,Petoro AS,40.8,,29398828,1626839,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,16.05.2018,17.06.2021,A/S Norske Shell,25.9,,29398828,562,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,16.05.2018,17.06.2021,Equinor Energy AS,24.41802,,29398828,32011216,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,16.05.2018,17.06.2021,ConocoPhillips Skandinavia AS,5.19102,,29398828,2410696,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,16.05.2018,17.06.2021,Total E&P Norge AS,3.69096,,29398828,2410708,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,06.04.2017,15.05.2018,Petoro AS,40.8,,29398828,1626839,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,06.04.2017,15.05.2018,A/S Norske Shell,25.9,,29398828,562,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,06.04.2017,15.05.2018,Statoil Petroleum AS,24.41802,,29398828,17237817,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,06.04.2017,15.05.2018,ConocoPhillips Skandinavia AS,5.19102,,29398828,2410696,02.01.2024,22.05.2024
TROLL BRENT B,054,PRODUCTION LICENSE,06.04.2017,,06.04.2017,15.05.2018,Total E&P Norge AS,3.69096,,29398828,2410708,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,31.05.2022,,DNO Norge AS,50.0,,18081500,29468270,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,31.05.2022,,Sval Energi AS,50.0,0.0,18081500,36536246,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,19.12.2019,30.05.2022,DNO Norge AS,50.0,,18081500,29468270,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,19.12.2019,30.05.2022,Spirit Energy Norway AS,50.0,,18081500,33342085,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,21.05.2019,18.12.2019,Spirit Energy Norway AS,50.0,,18081500,33342085,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,21.05.2019,18.12.2019,DNO North Sea (Norge) AS,50.0,,18081500,34779971,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,04.12.2018,20.05.2019,Spirit Energy Norway AS,50.0,,18081500,33342085,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,04.12.2018,20.05.2019,Faroe Petroleum Norge AS,50.0,,18081500,4062883,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,22.12.2017,03.12.2018,Faroe Petroleum Norge AS,50.0,,18081500,4062883,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,22.12.2017,03.12.2018,Spirit Energy Norge AS,50.0,,18081500,30382333,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,11.12.2017,21.12.2017,Centrica Resources (Norge) AS,50.0,,18081500,4238233,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,11.12.2017,21.12.2017,Faroe Petroleum Norge AS,50.0,,18081500,4062883,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,30.11.2016,10.12.2017,Bayerngas Norge AS,50.0,,18081500,4444493,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,30.11.2016,10.12.2017,Faroe Petroleum Norge AS,50.0,,18081500,4062883,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,26.03.2010,29.11.2016,Bayerngas Norge AS,50.0,,18081500,4444493,02.01.2024,22.05.2024
TRYM,147,PRODUCTION LICENSE,26.03.2010,,26.03.2010,29.11.2016,DONG E&P Norge AS,50.0,,18081500,4070011,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,18.06.2021,,Equinor Energy AS,50.0,,853376,32011216,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,18.06.2021,,Petoro AS,40.0,,853376,1626839,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,18.06.2021,,TotalEnergies EP Norge AS,10.0,,853376,35000016,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,16.05.2018,17.06.2021,Equinor Energy AS,50.0,,853376,32011216,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,16.05.2018,17.06.2021,Petoro AS,40.0,,853376,1626839,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,16.05.2018,17.06.2021,Total E&P Norge AS,10.0,,853376,2410708,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,02.11.2009,15.05.2018,Statoil Petroleum AS,50.0,,853376,17237817,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,02.11.2009,15.05.2018,Petoro AS,40.0,,853376,1626839,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,02.11.2009,15.05.2018,Total E&P Norge AS,10.0,,853376,2410708,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.01.2009,01.11.2009,StatoilHydro Petroleum AS,50.0,,853376,4511658,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.01.2009,01.11.2009,Petoro AS,40.0,,853376,1626839,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.01.2009,01.11.2009,Total E&P Norge AS,10.0,,853376,2410708,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.10.2007,31.12.2008,Petoro AS,40.0,,853376,1626839,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.10.2007,31.12.2008,StatoilHydro Petroleum AS,40.0,,853376,4511658,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.10.2007,31.12.2008,StatoilHydro ASA,10.0,,853376,4511854,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.10.2007,31.12.2008,Total E&P Norge AS,10.0,,853376,2410708,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.01.2007,30.09.2007,Norsk Hydro Petroleum AS,40.0,,853376,4524355,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.01.2007,30.09.2007,Petoro AS,40.0,,853376,1626839,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.01.2007,30.09.2007,Statoil ASA (old),10.0,,853376,1622484,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.01.2007,30.09.2007,Total E&P Norge AS,10.0,,853376,2410708,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.01.2004,31.12.2006,Petoro AS,40.0,,853376,1626839,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.01.2004,31.12.2006,Norsk Hydro Produksjon AS,40.0,,853376,430,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.01.2004,31.12.2006,Total E&P Norge AS,10.0,,853376,2410708,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,01.01.2004,31.12.2006,Statoil ASA (old),10.0,,853376,1622484,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,06.05.2003,31.12.2003,Petoro AS,40.0,,853376,1626839,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,06.05.2003,31.12.2003,Norsk Hydro Produksjon AS,40.0,,853376,430,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,06.05.2003,31.12.2003,Total E&P Norge AS,20.0,,853376,2410708,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,19.03.2002,05.05.2003,Norsk Hydro Produksjon AS,40.0,,853376,430,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,19.03.2002,05.05.2003,Petoro AS,40.0,,853376,1626839,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,19.03.2002,05.05.2003,TotalFinaElf Exploration Norge AS,20.0,,853376,1340884,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,18.12.2001,18.03.2002,Petoro AS,50.0,,853376,1626839,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,18.12.2001,18.03.2002,Norsk Hydro Produksjon AS,30.0,,853376,430,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,18.12.2001,18.03.2002,TotalFinaElf Exploration Norge AS,20.0,,853376,1340884,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,17.06.2001,17.12.2001,Petoro AS,50.0,,853376,1626839,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,17.06.2001,17.12.2001,Norsk Hydro Produksjon AS,30.0,,853376,430,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,17.06.2001,17.12.2001,TotalFinaElf Exploration Norge AS,10.0,,853376,1340884,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,17.06.2001,17.12.2001,Total Norge AS,10.0,,853376,848,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,10.05.2001,16.06.2001,Statens Direkte Økonomiske Engasjement SDØE,50.0,,853376,1623450,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,10.05.2001,16.06.2001,Norsk Hydro Produksjon AS,30.0,,853376,430,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,10.05.2001,16.06.2001,Total Norge AS,10.0,,853376,848,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,10.05.2001,16.06.2001,TotalFinaElf Exploration Norge AS,10.0,,853376,1340884,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,24.07.2000,09.05.2001,Den norske stats oljeselskap a.s,50.0,50.0,853376,749,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,24.07.2000,09.05.2001,Norsk Hydro Produksjon AS,30.0,,853376,430,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,24.07.2000,09.05.2001,Total Norge AS,10.0,,853376,848,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,24.07.2000,09.05.2001,TotalFinaElf Exploration Norge AS,10.0,,853376,1340884,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,17.12.1999,23.07.2000,Den norske stats oljeselskap a.s,50.0,50.0,853376,749,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,17.12.1999,23.07.2000,Norsk Hydro Produksjon AS,30.0,,853376,430,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,17.12.1999,23.07.2000,Elf Petroleum Norge AS,10.0,,853376,298,02.01.2024,22.05.2024
TUNE,190,PRODUCTION LICENSE,17.12.1999,,17.12.1999,23.07.2000,Total Norge AS,10.0,,853376,848,02.01.2024,22.05.2024
TYRIHANS,TYRIHANS UNIT,BUSINESS ARRANGEMENT AREA,16.02.2006,,28.01.2022,,Equinor Energy AS,58.8355,,3960848,32011216,02.01.2024,22.05.2024
